"MASTER RESULT SET","MSTR 01",,,,,,,,,,,,,,,,,,,,,,,
"Keyword # 1 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 2 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 3 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 4 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 5 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 6 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 7 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 8 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","PRIMARY TOPIC: What is the ""main topic"" this website would fit under (its subject)?","SUBTOPIC  What is this specific website really about (what is its real focus)?","NAME OF WEBSITE (exactly as it appears on their website). Note: Sometimes the actual website name has spaces between the title words, sometimes it does not. Use the appropriate one.","URLS (also known as a link or ""web address"" or ""links""). Sometimes you are asked to research the website as a whole. Sometimes you are given a ""sub-page, related to a specific topic"" and you must research just that portion of the website. For example notice row 4: it is a sub-page (almost like a separate website) of the main Disney website. But on the right and the left you will notice it deals specifically with ""pin collecting"". If the website takes you to the homepage, do the whole website. If it takes you to a sub-page, just do that portion of the website.","State (the location of the company providing the website) as noted on their website (sometimes it helps to look on the ""contact us"" or ""privacy statement"" page.","City (as noted on their website)","Is using the website FREE or does it COST? Sometimes websites charge for its goods or services. Also, if a website is completely free to browse or if a great deal of it is free to browse, put ""free"" here. However, if clicking on most anything brings up a cost (must pay for it to see it), then put a ""$"" here (we don't need the amount).","Is REGISTRATION REQUIRED? If you can't get to the information without having to register first, then put ""Yes"" here. If you have to register to even browse, put ""Yes"" here.  But if you can see everything, or at least browse, without registering, put no. Note: MOST (not all) shopping websites require registration to buy something, so put Yes here. Examples: Both eBay & Amazon are shopping sites. However, eBay can be browsed and even researched to find out the history of items, without HAVING to register, so put No here. Amazon can be browsed, but provides little information outside of finding things to buy, so put Yes here.","Everything on the Web fits into one (or sometimes 2) of these 4 categories. The definition of ""find it"" is a geographic location (like locating a national park). Make the website fit into one of the following ACTIVITY CATEGORIES =  SEE IT (read the news, view a photos, read and research, check movie times, etc.)  SHOP IT (shop for it, trade it in, auction it, purchase then download it, online shopping, etc.)  DO IT (play a game, chat, update your blog, book a flight, listen to music, customize your computer, and ""sometimes shopping activities"", etc.)  FIND IT (locate London, check out the address of a restaurant in the Chicago metro service area, etc. = this is rarely used in this column). Pick the activity that MOST fist the MAJORITY of the website","Write a BRIEF DESCRIPTION OF WEBSITE. Most often you can copy and paste a small portion of the ""about us"" section of their website to get a good description. It may even require copying and pasting a couple of sentences from different paragraphs within their website to make a ""well rounded description"". However, if you cannot copy and paste something directly from THEIR website, then you must write the description in your own words. YOU CAN NOT USE SOMETHING ANYONE ELSE WROTE - as that is ""copywrite infringement"". You CANNOT use something another website (example: Google, Wikipedia, etc.) uses as their description of this website, as this is also ""copywrite infringement"". The bottom line - if you cannot get a description directly from the website itself - write it yourself. Note: also notice from the examples below that the descriptions are not ""personal"" but rather speak to the general population (meaning they do not include a lot of ""us"" ""I"" ""you"" ""best"" , etc.). Keep anything personal or that relates to ""being the best"" to a minimum, even if you are cutting and pasting directly from their website.","Primary MSA (Metro Service Area) for ubExact Engine","SUPER CAT (this is the very top category this website will be categorized under = it is it's ultimate parent topic)","Is This OFFICIAL Website? (Use this statement: ""Official xxxxx Website"" only for websites that are often confused with other websites, or who have many copycat websites trying to pretend to be them. Example: Disney World).","Preferred Link:
Ad 2-3 Keywords","Preferred Link:
Ad 3-4 Keywords","Preferred Link:
Ad 4-5 Keywords","Separate URL will be for these:
NAV ADS"
"Ecommerce","Web Hosting","Web Hosting Services","Web Design","Dedicated Servers","Ecommerce Solutions","Business Solutions","Technology","Business","Web Storefront","ValueWeb","http://www.valueweb.com","Florida","Fort Lauderdale","$","No","Shop It","ValueWeb has been guiding business to success for over 10 years, and has distinguished itself from competitors through our singular commitment to you, the customer. Valueweb provides web hosting, ecommerce solutions, web design, online marketing, dedicated servers and more.                            ","Fort Lauderdale","Computers & Internet",,,,,
"Internet Services","Dedicated Servers","Web Design","IT Services","Domain Names","Online Marketing Company","Technology","Web Development","Business","Ecommerce Hosting","aplus.net","http://hosting.aplus.net/ecommerce.html","Kansas","Overland Park","$","No","Shop It","Aplus.Net is a division of Abacus America, Inc. established in 1992, and has been in the Internet Services business since the commercial start of the Internet. Offers Ecommerce hosting, internet hosting, dedicated servers, web design and more. ","Kansas City","Computers & Internet",,,,,
"Computer Viruses","Web Surfing","Computer Safety","Virus Prevention","Internet Threats","x","x","x","Internet Newsletter","Internet Basics","The Internet Tourbus","http://www.internettourbus.com/","Online","Online","Free  ","No","See It","TOURBUS is a free email newsletter published twice a week, and read by about 100,000 people in 130 countries around the globe. The letter explain Internet technology in plain English, with a dash of humor. Along with getting the scoop on Search Engines, Spam, Viruses, Cookies, Urban Legends, and other topics, TOURBUS give subscribers in-depth reviews of the most useful, fun and interesting sites on the Net.","Online","Computers & Internet",,,,,
"Internet Usage Statistics","Internet News","Population Statistics","World Internet Users","Internet","x","x","x","World & Regional","Reference & Recources","Internet World Stats","http://www.internetworldstats.com/stats.htm","Online","Online","Free","No","See It","Internet World Stats featuring up to date world internet usage, population statistics and internet market research data, for over 233 individual countries and world regions. ","Online","Computers & Internet",,,"[Internet Usage Statistics] View World Computer Usage Statistics",,
"Search Engine Tools","Website Promotion","Free Tools","Top Search","Search Engine","x","x","x","Software","Search Engine Submission","Search Engine Promotion Help","http://www.searchenginepromotionhelp.com/","Online","Online","Free","No","See It","Search Engine Promotion Help-Free search engine promotion articles, tools and software. Search Engine Promotion Help is a resource page for web developers in regards to Search Engine ranking and promoting web pages","Online","Computers & Internet",,,,,
"Web Hosting","e-Commerce","Application Development","Search Engine Placement","x","x","x","x","Companies","Web Design","QuinnCom","http://www.quinncom.net/","Florida","Palm Beach  ","Free","No","See It","Since 1994, QuinnCom has been providing a full range of web services for large and small businesses and organizations worldwide. The experienced QuinnCom staff provides professional , high quality web services for building, managing and advertising websites.","Palm Beach","Computers & Internet",,,,,
"Wi Fi Rabbit","Wireless Device","Portable Electronic","Smart Rabbit","x","x","x","x","Entertainment","Technology","Nabaztag","http://www.nabaztag.com","France","Paris","Free","No","Shop It","Nabaztag is the developer of the first ever Internet Connect Rabbit, a device that offers users a portable web-connection with many features. The site is also a portal for applications developed for the Rabbit","Paris","Computers & Internet",,,,,
"Traffic Rankings","Web Traffic Rankings","Website Rankings","Online Traffic Statistics","Internet","x","x","x","Web Development","Internet Traffic Ranking","Alexa","http://www.alexa.com/","California","San Francisco","Free","No","See It","Alexa is the place to go to if you need know the most highly trafficked websites on the Internet. Alexa provides website owners and the general public with web traffic statistics to determine which are the most popular websites","San Francisco","Computers & Internet",,,"[Web Traffic Rankings] Check Out The Web Traffic To Your Favorite Sites",,
"Ecommerce","Online Payment","Online Payment Services","Web Storefront","Technology","Blogs","PayPal Services","x","Business","Online Payment Solutions","PayPal","http://www.paypal.com","California","San Jose","Free","No","See It","PayPal is the safer, easier way to pay and get paid online. The service allows anyone to pay in any way they prefer, including through credit cards, bank accounts, buyer credit or account balances, without sharing financial information. PayPal has quickly become a global leader in online payment solutions with more than 164 million accounts worldwide. ","San Jose","Computers & Internet",,,,,
"Ecommerce","Web Design","Ecommerce Solution","Web Storefront","Technology","Internet Solutions","Web Development","Ecommerce 101","Business","Web Hosting","ProStores","http://www.prostores.com","California","San Jose","$","No","Shop It","At ProStores, an eBay Company, we enable small- and medium-sized businesses to sell products and services online. We provide our merchants everything they need to set up, design, and manage a customizable virtual storefront at their own Internet domain.","San Jose","Computers & Internet",,,,,
"Network Security","Software Solutions","Firewall Applications","Security Software","Internet","x","x","x","Technology","Internet Security","Secure Computing","http://www.securecomputing.com/","California","San Jose","Free","No","See It","Secure Computing provides Enterprise Gateway Security software for global enterprises, government agencies, and organizations of all sizes, including small to medium businesses. Through its Web, Messaging, Network, and Access Gateways, Secure Computing products protect networks and applications from all manner of Internet threats","San Jose","Computers & Internet",,,,,
"Macintosh Computers","IPod Developer","Apple Software","Personal Computers","Computers","iPod","x","x","Technology","Apple Products","Apple","http://www.apple.com/","California","Cupertino","Free","No","Shop It","Apple is a developer and manufacturer of computer and mobile technology. Their website offers a store, product information, iPod, iTunes & iPhone support and information, downloads and technical support. ","Santa Clara","Computers & Internet","Official Apple.com Website","[iPod] Find The Newest iPods Available",,,
"Ecommerce","Business Website Hosting","Hosting Provider","Virtual Private Servers","Business Solutions","Web Storefront","Technology","Dedicated Servers","Business","Web Hosting","HostMySite.com","http://hostmysite.com","Delaware","Newark","$","No","Shop It","HostMySite.com is a Microsoft Gold Certified Windows web hosting partner that specializes in complex, managed servers, dedicated hosting, virtual private servers (VPS) and ASP.net web hosting solutions.","Wilmington","Computers & Internet",,,,,
"iPod Docks","Guitar Amps","Audio Products","Music Accessories","Music Equipment","Music","x","x","Companies","Audio Equipment","Roth Audio","http://www.rothaudio.co.uk/","Great Britain","Berkshire","Free","No","See It","Roth Audio has been born out of a wish to create better audio systems and to get to the heart of music reproduction and performance. The company develops speakers, amps, and mp3 player cocoons. ","Berkshire","Consumer Electronics",,,,,
"Satellite TV Information Center","Dish Network","Satellite TV Comparisons","Satellite TV Programming","Satellite TV Information Center","Direct TV","Reviews of Satellite TV ","x","Technology","Articles","Satellite Informant","http://www.satellitetv-site.com/newbbex-viewforum.forum-12.htm","Louisiana","Terrytown","Free","No","See It","At Satellite Informant, you can find everything you need to make an informed decision for your Satellite TV needs. Satellite Informant has tons of articles that cover every aspect of Satellite Service and Equipment. Being confused on what the latest Satellite TV Promotions are will become a thing of the past after visiting this site. Satellite Informant has added specific pages that will let you know what the promotions are and the best retailers to deal with.","New Orleans","Consumer Electronics",,,,,
"GE Appliances","Housewares","Coffee Makers","Food Processors","Air Purifiers","Vacuums","x","x","Home & Garden","Food & Beverage","GE Housewares","http://www.gehousewares.com","Online","Online","Free","No","See It","GE Housewares - GE Small Appliances, making your house a home for over 100 years. Features small appliances for food prep, cooking and household products . Exclusively available at Walmart.","Online","Consumer Electronics",,"[Housewares] Find Quality GE Small Appliances For Your Kitchen",,,
"Trade Industry","Government Affairs","Consumer ElectronicsIndustry","Product Sales Data","Industry Certification Programs","x","x","x","Organizations",,"Consumer Electronics Association ","http://ce.org","Virginia","Arlington","Free","No","See It","The Consumer Electronics Association (CEA) unites 2,200 companies within the consumer technology industry. CEA is the industry authority on market research and forecasts; consumer surveys; legislative and regulatory news; engineering standards; training resources and more.","Washington DC","Consumer Electronics",,,,,
"New Mexico University","Master of Science","Ph D","Alumni","Learning","School","Schools","x","Mining Technology","Institute of Mining and Technology","New Mexico Institute of Mining and Technology","http://www.nmt.edu/","New Mexico","Socorro","Free","No","See It","New Mexico Institute of Mining and Technology is a public institution established in 1889. It is considered as one of the best small technical school in the whole nation. It is known for its courses in engineering, technical communication, mathematics, sciences and management.","Albuquerque","Education",,,,,
"Homework Help","Homework Resources","K-12","Study Skills","Writing Help","Reference","Tools for School","School Help","Kids & Teens","Homework","infoplease: Homework Center","http://www.infoplease.com/homework","Massachusetts","Boston","Free","No","See It","Site open 24/7 to help students with homework about every subject: geography, history, math, science, language arts, and social science. Reference materials, calculators, and other tools","Boston","Education",,"[Homework Help] Get Homework Help Online",,,
"Youth Development","Reading To Children","Parental Advice","Child Reading Skills","Learn to Read","Child Development","Books","x","Organizations","Early Literacy","Reach Out and Read National Center","http://www.reachoutandread.org/","Massachusetts","Boston","Free","No","See It","Reach Out and Read  is a national non-profit organization that promotes early literacy by giving new books to children and advice to parents about the importance of reading aloud in pediatric exam rooms across the nation","Boston","Education",,,,,
"Science Books","Nikola Tesla","Scientific Papers","Electricity","Science","x","x","x","Nikola Tesla Information","Electricity Science","Twenty First Century Books","http://www.tfcbooks.com/default.htm","Colorado","Breckenridge","Free","No","See It","Twenty First Century Books The world's best online Nikola Tesla resource, with scientific papers, books and other materials related to Tesla and his work","Breckenridge","Education",,,,,
"Law Enforcement Education","Society & Culture","Violence Prevention in Schools","Gang Identification","Gangs","Kids & Teens","Law Enforcement","Learn to Say No","Advocacy Group","Gang Awareness","G.A.T.E.","http://www.openthegate.org/index.php","Illinois","Bartlett","Free","No","See It","Gate is a school based anti-gang educational program in which the goal is to de-mystify the gangs and the gang subculture to young people","Chicago","Education",,,,,
"K-12 Teaching Jobs","Administrative Jobs","Job Search","Coaching Jobs","School Employment","Education Job Directory","x","x","Teaching Jobs","Jobs in Teaching","EducationJobs.com","http://www.educationjobs.com","North Carolina","Apex","$","Yes","See It","Educationjobs.com has thousands of K-12 teaching jobs, administrative jobs, and coaching jobs.","Durham","Education",,"[Education Jobs] Find A Job In Education",,,
"Youth Education","College Preparation","Early Development","Academic Programs","High Schools","Prepare for College","College Prep","x","Preparatory School","College Preparatory Schools","The North Broward Preparatory Schools","http://www.nbps.org/","Florida","Coconut Creek","Free  ","No","See It","The North Broward Preparatory Schools deliver students the preeminent college preparatory educational experience in Florida. With college-placement services beginning as early as middle school, NBPS boasts a 100 percent college-acceptance rate","Fort Lauderdale","Education",,,,,
"Elementary School","High Schools","Academic Programs","Youth Education","Private High School","Elite School","Alumni","Top Rated School","Scholastic Programs","Private School","Pine Crest School","http://www.pinecrest.edu","Florida","Fort Lauderdale","Free  ","No","See It","Pine Crest School is dedicated to the development of the individual by providing an unsurpassed academic preparation and experience, establishing an environment that fosters impeccable character and integrity, and empowering each student to fully express creativity and independence.","Fort Lauderdale","Education",,,,,
"Youth Education","Elementary School","High School","Academic Programs","High Schools","Elite School","x","x","Scholastic Programs","Private School","The Sagemont School","http://www.sagemont.com/","Florida","Weston","Free  ","No","See It","The Sagemont School provides a nurturing and stimulating learning environment that will inspire each student to think critically, reach his or her maximum potential and grow into a valuable citizen of the global community. The Sagemont School strives to meet the individual needs of each child and offers a comprehensive education from Pre-Kindergarten through twelfth grade","Fort Lauderdale","Education",,,,,
"Veterinary","Animal","Medicine","Learning","Veterinarian","Veterinary Medicine","Care for Animals","x","Animals","Universities","University of Florida - College of Veterinary Medicine","http://www.vetmed.ufl.edu/","Florida","Gainesville","Free","No","See It","The only veterinary college in the State of Florida can be found the at the College of Veterinary Medicine of the University of Florida.","Gainesville","Education",,"[Veterinary Medicine] Enroll In The Only Veterinary College In Florida",,,
"Helicopter Flying Instruction","Helicopter Training","Flight Academy","Helicopter Flight School","School","x","x","x","Helicopter","Helicopter Pilot","Bristow Academy","http://www.heli.com","Florida","Titusville","Free","No","See It","Bristow Academy, the commercial training arm of Bristow Group Inc., one of the world's leading helicopter operators. Bristow Academy is a sophisticated organization and a leader in the field of helicopter flight training.","Melbourne","Education",,,,,
"Florida Private School","Academic Programs","Academics","Child Advancement","College Prep","Prepare for College","Student Achievement","College Preparation","Private Schools","College Preparatory Schools","Gulliver Schools","http://www.gulliverschools.org/","Florida","Miami","Free  ","No","See It","Gulliver Schools is a private educational institution with several campuses across South Florida. Gulliver believes in an environment that fosters excellence in learning, curricular change and innovation, leadership in interschool relationships, and participation in the civic affairs of our global community","Miami","Education",,,"[Florida Private School] Looking For A Private School In South Florida?",,
"Judeo Christian Teaching","Preparatory Program ","Personal Excellence","Environmental Science","Christian Schools","Christians","x","x","Private Schools","College Preparatory Schools","Miami Country Day School","http://www.miamicountryday.us","Florida","Miami","Free","No","See It","Miami Country Day is a non-denominational, co-educational college preparatory school for grades JK-12 which promotes the Judeo-Christian ethic in a learning environment that values and respects each individual member of the school community. This is a community characterized by faith, hope, and love","Miami","Education",,,,,
"Youth Education","Catholic School","All Girls School","Religious Education","Christians","High Schools","x","x","Private Schools","Private Catholic School","Our Lady of Lourdes Academy","http://www.olla.org/","Florida","Miami","Free  ","No","See It","Our Lady of Lourdes Academy educates young women to face the future strengthened by their faith, prepared and confident in their abilities to achieve their goals and committed to their Catholic and American heritages","Miami","Education",,,,,
"Youth Education","Christian Schools","Religious Education","Academic Programs","Christians","x","x","x","High Schools","Private Catholic School","Monsignor Edward Pace High School","http://www.pacehs.com/","Florida","Miami","Free  ","No","See It","Monsignor Edward Pace High School of the Archdiocese of Miami, a Catholic educational institution in the Marist tradition, challenges its diverse student population, both academically and spiritually to foster intellectual achievement, Catholic morality, and self-discipline in order to encourage a lifetime of learning and service","Miami","Education",,,,,
"College Preparatory","High Schools","Academic Programs","Youth Education","Florida Private School","x","x","x","History","Private School","Ransom Everglades School","http://www.ransomeverglades.org/","Florida","Coconut Grove","Free  ","No","See It","Ransom Everglades nurtures the whole student, promoting and celebrating honor and excellence in every discipline. Devoted faculty, staff and parents preserve and perpetuate a school community that cultivates emotional, moral and physical well-being in addition to developing each student’s intellectual capacity through academics, arts and athletics","Miami","Education",,,,,
"Admissions Tests","Learning Programs","School Improvement","College Prep","Tutoring","Prepare for College","College Preparation","x","Online Education","Test Preparation","Kaplan Learning Services","http://www.kaptest.com/","New York","New York City","Free  ","No","See It","Kaplan Learning Services has been a leader in test preparation, admissions and tutoring for more than 60 years. With centers around the world and an extensive reach on the Internet through kaptest.com, Kaplan is the most recognized name in the industry","New York","Education",,"[Learning Programs] Get Tutoring Help Today",,,
"Kids & Teens","Online Games","Book Club","Kids Books","Book Sellers","Message Boards for Kids","Message Board for Teachers and Parents","School Book Clubs","Book Publisher","Entertainment","SCHOLASTIC Kids","http://www.scholastic.com/kids/","New York","New York City","Free","Yes","Shop It","Scholastic, the global children's publishing, education and media company, has a corporate mission supported through all of its divisions of helping children around the world to read and learn. Site offers games, books & authors, flashlight readers, Scholastic community with message boards and much more.","New York","Education",,,,,
"Student and School Performance","Student Achievement","Improving Education","Student Progress","Reference & Resources","Teacher Resources","x","x","School Performance","Education Tutorials","SchoolNet","http://www.schoolnet.com/","New York","New York City","Free","No","See It","SchoolNet is the leading provider of Web-based products and solutions that help K-12 school systems improve administrative efficiency, nurture educator and staff talent, and increase student achievement. SchoolNet provides the industry's most complete, proven School Performance Management system, a powerful integrated system that many districts are using to accelerate student progress and drive continuous school improvement","New York","Education",,,,,
"Public Education Program","Teacher Programs","Teacher Education","College Preparation","Student Achievement","Learn to Teach","Community Service","College Prep","Organizations","Charities","Teach For America","http://www.teachforamerica.org/","New York","New York City","Free","No","See It","Teach For America is the national corps of outstanding recent college graduates and professionals of all academic majors and career interests who commit two years to teach in urban and rural public schools and become leaders in the effort to expand educational opportunity.","New York","Education",,,,,
"Space Exploration","Class Lessons","Distance Learning","Science Center","Science","Black Holes","Study Planets","x","Astronomy","Space","Amazing Space","http://amazing-space.stsci.edu","Online","Online","Free","No","See It","Designed for classroom use. Collection of interactive web-based activities on topics such as understanding light and how black holes function. Use Planet Impact to smash a comet into Jupiter","Online","Education",,,,,
"Teachers","Preschoolers","Early Academics","Self Expression","Teacher Resources","Kids & Teens","Youth Education","x","Disney","Ideas for Classroom Activities","Playhouse Disney Educator's Site","http://atv.disney.go.com/playhouse/grown-ups/educators/index.html","Online","Online","Free","No","See It","Playhouse Disney believes imagination and learning go hand in hand and develops programs to teach preschoolers a variety of skills that help them become well-rounded. This Disney site is dedicated to helping educators implement ideas and activities for the preschool classroom. Check out the Great Idea Suggestions from educators around the globe","Online","Education","Official Disney Playhouse Educator's Website",,,,
"Parent Guide","Parenting","Anime Guide","Anime Resources","Anime Café","x","x","x","Anime","Anime Guide","Parent's Guide to Anime","http://www.abcb.com/parents/","Online","Online","Free","No","See It","A Parent's Guide to Anime is meant as a resource for parents to aid them in finding anime that is suitable for children. Many parents are uncertain whether they should view anime before their children see it. Offers an 
Anime guide and review for parents. ","Online","Education",,"[Anime Guide] Check Out The Parent's Guide To Anime",,,
"Entertainment","Buy Books Online","Used Books","Magazine Subscriptions","Top Selling Books","Book Reviews","Author Blogs","x","Books","Online Book Store","Amazon.com - Books","http://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155","Washington","Seattle","Free","No","Shop It","Online shopping for millions of new and used books on thousands of topics at everyday low prices. Shopping for books on Amazon.com allows you to search by category, interest, read reviews, and check out the latest releases as well as author Blogs.","Online","Education",,,,,
"Online Games","Interactive Learning Games","Educational Resources ","Teaching Resources","Coloring Pages","Online Quizzes","Teachers","x","Social Studies","Interdisciplinary Education","Apples4theteacher.com","http://www.apples4theteacher.com/","Online","Online","Free","No","Do It","Apples4theteacher.com has educational resources for teachers and kids (preK to grade 6). This site includes interactive learning games, quizzes, and worksheet generator tools by subject (creative arts, foreign languages, language arts, math, science, social studies), articles, literacy coloring pages and more","Online","Education",,,,,
"Life Story","Writing Reference Guide","Writing Techniques","Story-Telling","x","x","x","x","Biography","Writing a Biography","Bellingham Public Schools: The Biography Maker","http://www.bham.wednet.edu/bio/biomaker.htm","Washington","Bellingham","Free","No","See It","Provided by the Bellingham Public Schools in the state of Washington, this site guides users through the creation of a Biography through a series of questions divided into sections.","Online","Education",,,,,
"Boating for Kids","Sailing","Boating Safety for Kids","Sea Scouts","Build A Boat","x","x","x","Boating","Kids & Teens","Boating 4 Kids","http://www.gomilpitas.com/homeschooling/explore/boating.htm","Online","Online","Free","No","See It","Boating for Kids is a website where children can learn about building, navigating, boat safety, sailing and much more. ","Online","Education",,"[Boating For Kids]  Have Fun Learning About Boating",,,
"Special Education Communities","How to Study Links","Teaching Resources","Educational Resources","Special Education Resources","x","x","x","Reference & Resources","Education Directory","Google Directory's Education Reference","http://www.google.com/Top/Reference/Education/","Online","Online","Free","No","See It","Google's Educational website resources provides links to Alumni Directories, Colleges and Universities, Conferences, Educational Testing, Educators, Employment, History of Education, Home Schooling, How To Study, Instructional Technology, Journals, K-12, Special Education, and many other subjects.","Online","Education",,,,,
"Lesson Plans","Special Education Resources","Educational Resources ","Teaching Resources","Reference & Resources","x","x","x","Special Education","Special Needs Children","Marc Sheehan's Special Education-Exceptionality Page","http://www.halcyon.com/marcs/sped.html","Online","Online","Free","No","Do It","Marc Sheehan's Special Education-Exceptionality Page is a Special Education database of resource links and lessons.","Online","Education",,,,,
"Lesson Planning","Interactive Coloring Book","Online Games for Kids","Ecards","Kid Games Online","x","x","x","Entertainment","Kids Art","Haring Kids","http://www.haringkids.com/","New York","New York","Free","No","Do It","Interactive K-12 art database resources and lesson plans. Includes games, screensavers, ecards, and interactive coloring activities for children.","Online","Education",,,,,
"Interactive Learning","Brazil","Brazil Photographs","Hiller Photo","Photos","Images & Photos","x","x","Social Science","Travel","Canto Do Brazil","http://www.hillerphoto.com/brazil/","Online","Online","Free","No","See It","Explore Brazil through the Interactive photographs of photographer Geoffrey Hiller","Online","Education",,,,,
"Gifted Children","Educational Resources","Education Resources for the Gifted","Teaching Resources","Teacher","Teachers","x","x","Special Education","Gifted Children Resources","Hoagies' Gifted Education Page","http://www.hoagiesgifted.org/","Online","Online","Free","No","Do It","Special Education database of resource links and lessons for Gifted Learners","Online","Education",,,,,
"Math Activities","Math Lessons","Math Games","Math Contests","Mathematics","Homework","x","x","Math Education","Learning Math","Homework Spot","http://www.homeworkspot.com/elementary/math/","Online","Online","Free","No","Do It","HomeworkSpot.com is a free homework information portal that features the very best K-12 homework-related sites together with engaging editorial in one high-utility, educational spot","Online","Education",,"[Homework] Need Help With Homework? Check Here",,,
"Interactive Learning","African Art Exhibits","Teacher Resources","African Life","Teachers","x","x","x","Museums & Exhibits","African Art","African Life Through Art","http://www.ima-art.org/cycles/index.html","Online","Online","Free","No","Do It","African cultural depicted through interactive art learning center. Sponsored by the Indianapolis Museum of Art","Online","Education",,,,,
"Teaching the Disabled","Educational Resources","Teacher Resources","Teaching Resources","Teachers","Teacher","x","x","Special Education","Workshops","Inclusion.com","http://www.inclusion.com/","Online","Online","Free","No","Do It","Inclusion Press provides special education database of resource links and lessons for Inclusion. Inclusion creates person centered resource materials for training events, public schools, high schools, community colleges, universities, human service agencies, health organizations, government agencies, families, First Nations organizations - nationally and internationally","Online","Education",,,,,
"Online Dictionary","Meaning of Intelligent","Intelligent Synonyms","What is Intelligent","Intelligent","x","x","x","Reference","Definition of Intelligent","Intelligent.com","http://www.intelligent.com","Online","Online","Free","No","See It","Intelligent.com provides several definitions and synonyms to the work definition. The site also provides a few rugby links","Online","Education",,,,,
"How the Internet Works","Internet Basics","Internet Concept","Exploring the Internet","Internet","x","x","x","Reference","Computers & Internet","Internet 101","http://www.internet101.org/","Online","Online","Free  ","No","See It","A well-organized overview uses simple language to explain all basic concepts of the Internet. The site can serve as a primary source for students, providing a solid and easy-to-understand foundation for the beginner","Online","Education",,"[Internet Basics] Learn How The Internet Works",,,
"Special Education Communities","Dyslexia","Special Needs Resources","Attention Deficit Disorder ","Teachers","Learning Disability","Teaching Resources","x","Special Education","Learning Disabilities ","Internet Special Education Resources","http://www.iser.com/","Online","Online","Free","No","Do It","Nationwide directory of professionals, organizations, and schools that serving special education communities","Online","Education",,,,,
"Locomotive Engines","Car Engines","Teacher Resources","Stirling Engines","Teacher","Teachers","x","x","Science","Internal Combustion Engines","Animated Engines","http://www.keveney.com/Engines.html","Online","Online","Free","No","Do It","Keveney.com! presents science educators interactive animated engines resource for teachers and children","Online","Education",,,,,
"Cartoons","Cartooning","Tutorials","Animation Tutorials","Make Your Own Cartoons","How To Draw","x","x","Entertainment","Kids & Teens","Cartoonster","http://www.kidzdom.com/tutorials","Online","Online","Free","No","See It","Cartoonster's free online tutorials teach you, step by step, how to draw and animate, the easy and fun way.","Online","Education",,,,,
"Lesson Plans","Learning Disabilities ","Educational Resources ","Teaching Resources","Teacher","Teachers","Reference & Resources","x","Special Education","Lesson Plans","Kodak Lesson Plans","http://www.kodak.com/global/en/consumer/education/lessonPlans/indices/specialEducation.shtml","Online","Online","Free","No","See It","Kodak provides database of interactive Special Education resources, links, and lessons","Online","Education",,,,,
"Interactive Learning","Classroom Resource","Teacher Resources","Teaching Resources","Teacher","Teachers","x","x","Art Education","Arts","Los Angeles County Museum of Art - PLACES","http://www.lacma.org/Places/main.htm","Online","Online","Free","No","See It","Los Angeles County Museum of Art's Interactive education website with images created by artists covering various cultures and eras. Site includes teacher resources. Students experience artists' perspective of images","Online","Education",,,,,
"Learning Store","Special Education Resources","Teacher Resources","Attention Deficit Disorder ","Teacher","Teachers","x","x","Special Education","Learning Disabilities ","LD Online","http://www.ldonline.org/","Virginia","Arlington","Free","No","Do It","LD OnLine.org is the world's leading web site on learning disabilities and ADHD, serving more than 200,000 parents, teachers, and other professionals each month","Online","Education",,,"[Special Education Resources] Find Information On Learning Disabilities",,
"Teaching Tools","Educational Resources","Teacher Resources","Teacher Support","Teacher","Teachers","x","x","Faculty Development","Education Directory","Learner.org","http://www.learner.org/","Online","Online","Free","No","See It","Annenberg Media's Learner Online resources through satellite channel and Video On Demand for K-12 teachers. Teacher tools and resources","Online","Education",,,,,
"Art Gallery","Self Expression Art","Online Participation","Teaching Resources","Self Help","x","x","x","Art Education","Art","Learning To Love You More","http://www.learningtoloveyoumore.com/index2.php","Online","Online","Free","No","Do It","Learning To Love You More is a non-web art assignments comprised of works by the public. Participate and post art assignments given by artists Miranda July and Harrell Fletcher","Online","Education",,,,,
"Lesson Plans","Lesson Plan Resources ","Teacher Resources","Teaching Resources","Teacher","Teachers","x","x","Education Directory","Interdisciplinary Education","LessonPlanz.com","http://www.lessonplanz.com/","Online","Online","Free","No","See It","LessonPlanz.com is searchable directory of free online lesson plans and lesson plan resources for all grades and subjects","Online","Education",,,,,
"Historical Maps Resources","World Maps","Library Map Collections","Map Resources","Maps","Map","x","x","Libraries","History","Perry Castaneda Library of Historical Map Collection","http://www.lib.utexas.edu/maps/map_sites/hist_sites.html","Online","Online","Free","No","Do It","University of Texas Libraries presents Perry-Castañeda's resource of historical maps  ","Online","Education",,,,,
